original variables,0
Beach,0.35946178911848686
Farm,-0.17692246612557833
Whale,-0.24807113651952123
Riding,0.07967949414269378
Fishing,0.13255091441734168
WaterSport,0.275193604680085
Theatre,0.22881688236672723
Museum,-0.17292371978947407
CharterBoat,0.03314944675662687
Wildlife,-0.08707122816549268
Sightseeing,0.2942992062849804
Friends,0.022862874639271686
Pubs,0.4796940971939397
Shopping,0.41313327769367864
Casino,-0.054820428093771974
Relaxing,0.3030149233839628
Festivals,-0.06791638601726203
