original variables,0,1
alpine.skiing,-0.01049271502861122,-0.029062161365710264
going.to.a.spa,-0.15783693467813847,-0.05729377988770684
using.health.facilities,0.005285455532719168,-0.0007033794835863789
hiking,0.007092318362282493,-0.03939928863303596
going.for.walks,0.032591790294284814,-0.14767835158197695
excursions,-0.009138037538894708,0.03363314586597652
going.out.in.the.evening,0.3459461342646735,-0.4562799170206105
going.to.discos.bars,0.10562233661036567,-0.06018700013287009
shopping,-0.017162660874340083,0.035683357643543606
sight.seeing,-0.10847642752756126,-0.5301479275424729
museums,-0.6632325250943769,-0.5499760475121982
pool.sauna,-0.625283582891755,0.41804582674614504
