original variables,0,1
alpine.skiing,-0.18139071287502698,-0.024952244662316457
going.to.a.spa,-0.8402417906734403,-0.29389251840479613
using.health.facilities,0.26773919887978925,0.18585860633191223
hiking,-0.1651412904538857,0.10331387715955917
going.for.walks,0.0804416609605839,-0.16705290167245906
excursions,-0.004684070617915305,-0.01376606348710418
going.out.in.the.evening,-0.01368051733048924,0.00397681402889876
going.to.discos.bars,-0.024631267574163302,0.035930186935750084
shopping,-0.022938374640919298,0.012160897687509062
sight.seeing,0.3823914854379834,-0.6104373224624037
museums,0.04544303914757706,-0.6789360109975882
pool.sauna,-0.07767930131650516,0.06818141527929439
