original variables,0,1
alpine.skiing,-0.331577430927957,-0.5065460675796557
going.to.a.spa,-0.20941835821455346,0.04338888922465676
using.health.facilities,0.13001424557619146,0.026103936753760187
hiking,0.07941260017692067,-0.027618100405296456
going.for.walks,0.27863201904590673,0.5499657491243981
excursions,-0.13566627998612038,-0.046884548319137784
going.out.in.the.evening,0.5848951565332546,-0.6136644785690657
going.to.discos.bars,0.18973268440746655,-0.04561678234447338
shopping,-0.18094081326796582,0.028395942775370175
sight.seeing,-0.002799648527162843,-0.16116228662220608
museums,0.11048455381820098,-0.12446881116778513
pool.sauna,0.5512658738037217,0.12036089235510794
