original variables,0,1
alpine.skiing,0.07321325276861133,-0.006491650359310633
going.to.a.spa,-0.6975087328125094,-0.392224284964181
using.health.facilities,0.31933272969751286,0.2464016343735723
hiking,0.017663161040681528,-0.012949595932918367
going.for.walks,0.027139616806865777,-0.012762904743940333
excursions,-0.04464283938682413,0.004727824103437878
going.out.in.the.evening,-0.005615615134772393,0.014843189866174108
going.to.discos.bars,0.001549164099096347,0.009901307486836954
shopping,-0.33091110650791444,0.04966013058338528
sight.seeing,0.498639053676453,-0.5914729666991912
museums,0.07485824578263021,-0.6558350370353565
pool.sauna,-0.1983071042104401,-0.04803036915201415
